HeadDist_1,Head_Vel_1,HipCenterDist_1,HipCenter_Vel_1,SpineDist_1,Spine_Vel_1,HeadToFloorDist_1,HeadDist_2,Head_Vel_2,HipCenterDist_2,HipCenter_Vel_2,SpineDist_2,Spine_Vel_2,HeadToFloorDist_2,Class
81.2056260593701,173.887850234197,0.581721367926592,124.565603410405,0.593624388074277,127.114429994492,33.3926115071089,12.605132163198,25.2102643263961,0.114147940842313,22.8295881684627,0.0946973685785057,18.9394737157011,44.1747249260994,1
3.7168834764854,7.94205871043888,0.0484167674203857,10.345463124014,0.0490418269280229,10.4790228478681,150.348851889566,69.3447127454031,138.689425490806,0.61694658011828,123.389316023656,0.63018377468889,126.036754937778,93.3411442444946,1
78.0394038622596,168.188370392801,0.565033588837779,121.77448035297,0.592157813787903,127.620218488772,100.544044924193,61.2610951327069,121.549791929974,0.43108999105304,85.5337283835396,0.445059193382253,88.3053955123517,51.9520555591757,1
99.0909537499132,211.732807157934,0.649545487179991,138.791770764955,0.739032668223828,157.91296329569,99.5319104994112,75.1293616141471,150.258723228294,0.739746980791968,147.949396158394,0.666317263597496,133.263452719499,54.5425741733536,1
62.7465081091114,135.229543338602,0.590514420848847,127.266038976045,0.596734212567035,128.606511329102,118.712323645808,101.513122211504,203.026244423009,0.605357956820772,121.071591364154,0.640662315002847,128.132463000569,42.2209179749304,1
98.1409033549814,209.702784946541,0.654133063627907,139.772022142715,0.70405739406548,150.439614116556,79.6068866216341,66.375596717604,132.751193435208,0.520400309560405,104.080061912081,0.535444824080163,107.088964816033,32.7816604995124,1
80.932577414481,174.423658220864,0.523448178058433,112.81210734018,0.561104662464359,120.927728979388,86.9665972868748,87.9235528946806,174.451493838652,0.635042464357531,126.000488959828,0.661434271171981,131.236958565869,20.3824356432898,1
96.6836113710894,206.588913186089,0.621816534504761,132.866780877086,0.668739700527124,142.893098403232,80.6836449169544,64.1750899214883,128.350179842977,0.732888469067515,146.577693813503,0.693477510032453,138.695502006491,25.8448068256119,1
92.3982948340843,197.432253918984,0.567975459017959,121.36227756794,0.609632048770855,130.263258284371,91.7453312654535,77.6529360966091,155.305872193218,0.592790457192557,118.558091438511,0.587313554596153,117.462710919231,33.0416200669979,1
47.080746621496,100.599885943368,0.419241111539237,89.5814340895807,0.426872418387739,91.2120552110553,134.967375739888,127.799406052339,255.598812104677,0.860629233526893,172.125846705379,0.912926858232598,182.58537164652,48.6908309552841,1
48.0851083460806,103.631699021725,0.468920186099746,101.06038493529,0.468959528085624,101.068863811557,122.677854235289,108.307764901271,216.615529802542,0.53560328506682,107.120657013364,0.634148323003296,126.829664600659,48.3336052877874,1
101.339917371617,216.538284982087,0.73286254787359,156.594561511451,0.711488690107682,152.027497886257,32.1734843362429,32.2447932000856,64.4895864001713,0.392928568091817,78.5857136183635,0.416082151074317,83.2164302148634,23.4813393115408,1
15.5939047524749,33.607553345851,0.152432337738073,32.8517969263087,0.152592805223959,32.8863804361982,144.799791056017,106.600344560647,211.508620160014,0.832498957594046,165.178364601993,0.84741922165369,168.138734455097,58.6419260732832,1
63.4896195683862,135.661580274329,0.478498924324674,102.243359898435,0.500669163372894,106.980590464294,122.305949477915,95.9929032795775,191.985806559155,0.813984651821009,162.796930364202,0.834687063693789,166.937412738758,47.835576483168,1
59.7099597045224,127.585383984022,0.55637600706799,118.883762194015,0.560949816461081,119.861071893393,109.469874635548,90.4341480718143,180.868296143629,0.56991150350875,113.98230070175,0.588924634719251,117.78492694385,43.735300157925,1
36.8511458168974,78.7417645660201,0.382967206669182,81.8305997156372,0.384160230312525,82.0855192975481,144.216409120093,111.839959384356,223.679918768713,0.834776847586419,166.955369517284,0.86106718368176,172.213436736352,100.909312799376,1
55.3192042447686,118.203427873437,0.52481159141005,112.139228933771,0.528298789963411,112.884356829789,142.126564631666,124.376912797845,248.75382559569,0.864363330386973,172.872666077395,0.912390494229554,182.478098845911,69.7098222364823,1
14.715391861857,31.7142065988298,0.110442873551348,23.8023434377906,0.112816245785304,24.313846074419,153.689604986885,74.3219622677715,148.643924535543,0.578210453919998,115.642090784,0.59944133044381,119.888266088762,105.533579459252,1
62.26716230048,133.049492095043,0.517263669347393,110.526425074229,0.534558717615959,114.221948208538,96.9042811036373,109.097747789157,218.195495578315,0.752744306977199,150.54886139544,0.784010467830762,156.802093566152,42.0957643930388,1
